mathcomp_module,mathcomp_cluster,mathlib_module,mathlib_category,base_score,propagation_bonus,final_score,anchor_round,confidence_tier,rank,original_rank,reranked_score,hier_bonus
hall,solvable,Mathlib.GroupTheory.Commensurable,GroupTheory,0.3163,0.0,0.3163,-1,,8,7,0.3262,0.0
hall,solvable,Mathlib.GroupTheory.Archimedean,GroupTheory,0.314,0.0,0.314,-1,,9,8,0.3229,0.0
hall,solvable,Mathlib.GroupTheory.Schreier,GroupTheory,0.3108,0.0,0.3108,-1,,10,10,0.3185,0.0
abelian,solvable,Mathlib.GroupTheory.FreeAbelianGroup,GroupTheory,0.4141,0.0,0.4141,0,HIGH,1,1,0.7519,0.0621
abelian,solvable,Mathlib.GroupTheory.FiniteAbelian.Basic,GroupTheory,0.3991,0.0,0.3991,-1,,2,2,0.7372,0.0599
abelian,solvable,Mathlib.GroupTheory.FiniteAbelian.Duality,GroupTheory,0.396,0.0,0.396,-1,,3,3,0.7328,0.0598
abelian,solvable,Mathlib.GroupTheory.Rank,GroupTheory,0.3752,0.0,0.3752,-1,,4,4,0.4575,0.0563
abelian,solvable,Mathlib.GroupTheory.Commensurable,GroupTheory,0.3621,0.0,0.3621,-1,,5,5,0.3829,0.0
abelian,solvable,Mathlib.GroupTheory.Archimedean,GroupTheory,0.3572,0.0,0.3572,-1,,6,6,0.3761,0.0
abelian,solvable,Mathlib.GroupTheory.Exponent,GroupTheory,0.3547,0.0,0.3547,-1,,7,7,0.3726,0.0
abelian,solvable,Mathlib.GroupTheory.Torsion,GroupTheory,0.3508,0.0,0.3508,-1,,8,8,0.3671,0.0
abelian,solvable,Mathlib.GroupTheory.Frattini,GroupTheory,0.3454,0.0,0.3454,-1,,9,9,0.3596,0.0
abelian,solvable,Mathlib.GroupTheory.Nilpotent,GroupTheory,0.3377,0.0,0.3377,-1,,10,10,0.3488,0.0
alt,solvable,Mathlib.GroupTheory.SpecificGroups.Alternating,GroupTheory,0.3947,0.0,0.3947,0,HIGH-UNCERTAIN,1,1,0.5528,0.0577
alt,solvable,Mathlib.GroupTheory.SpecificGroups.Alternating.Centralizer,GroupTheory,0.3743,0.0,0.3743,-1,,2,2,0.5282,0.0577
alt,solvable,Mathlib.GroupTheory.SpecificGroups.Alternating.MaximalSubgroups,GroupTheory,0.3427,0.0,0.3427,-1,,3,3,0.49,0.0577
alt,solvable,Mathlib.GroupTheory.SpecificGroups.Alternating.KleinFour,GroupTheory,0.3339,0.0,0.3339,-1,,4,4,0.4777,0.0577
alt,solvable,Mathlib.GroupTheory.Perm.Closure,GroupTheory,0.308,0.0,0.308,-1,,5,5,0.3699,0.0462
alt,solvable,Mathlib.GroupTheory.GroupAction.Jordan,GroupTheory,0.3045,0.0,0.3045,-1,,6,6,0.3675,0.0457
alt,solvable,Mathlib.GroupTheory.Coxeter.Basic,GroupTheory,0.3023,0.0,0.3023,-1,,7,7,0.3611,0.0454
alt,solvable,Mathlib.GroupTheory.Perm.MaximalSubgroups,GroupTheory,0.297,0.0,0.297,-1,,8,8,0.3138,0.0
alt,solvable,Mathlib.GroupTheory.Perm.Finite,GroupTheory,0.297,0.0,0.297,-1,,9,9,0.3083,0.0
alt,solvable,Mathlib.GroupTheory.PresentedGroup,GroupTheory,0.2961,0.0,0.2961,-1,,10,10,0.307,0.0
nilpotent,solvable,Mathlib.GroupTheory.Nilpotent,GroupTheory,0.5444,0.0,0.5444,0,HIGH,1,1,0.9458,0.0817
nilpotent,solvable,Mathlib.GroupTheory.Solvable,GroupTheory,0.4835,0.0,0.4835,-1,,2,2,0.5814,0.0725
nilpotent,solvable,Mathlib.GroupTheory.Commensurable,GroupTheory,0.3248,0.0,0.3248,-1,,3,3,0.3868,0.0487
nilpotent,solvable,Mathlib.GroupTheory.Frattini,GroupTheory,0.3245,0.0,0.3245,-1,,4,4,0.3863,0.0487
nilpotent,solvable,Mathlib.GroupTheory.Archimedean,GroupTheory,0.3224,0.0,0.3224,-1,,5,5,0.3831,0.0484
nilpotent,solvable,Mathlib.GroupTheory.Subgroup.Simple,GroupTheory,0.3187,0.0,0.3187,-1,,6,7,0.3347,0.0
nilpotent,solvable,Mathlib.GroupTheory.Sylow,GroupTheory,0.3187,0.0,0.3187,-1,,7,6,0.3295,0.0
nilpotent,solvable,Mathlib.GroupTheory.Torsion,GroupTheory,0.3142,0.0,0.3142,-1,,8,8,0.3232,0.0
nilpotent,solvable,Mathlib.GroupTheory.Goursat,GroupTheory,0.3134,0.0,0.3134,-1,,9,9,0.3221,0.0
nilpotent,solvable,Mathlib.GroupTheory.Focal,GroupTheory,0.3108,0.0,0.3108,-1,,10,10,0.3185,0.0
commutator,solvable,Mathlib.GroupTheory.Commutator.Basic,GroupTheory,0.4996,0.0,0.4996,0,HIGH,1,1,0.7428,0.0749
commutator,solvable,Mathlib.GroupTheory.Commutator.Finite,GroupTheory,0.4969,0.0,0.4969,-1,,2,2,0.739,0.0749
commutator,solvable,Mathlib.Algebra.Group.Commutator,Algebra,0.4641,0.0,0.4641,-1,,3,3,0.7137,0.0696
commutator,solvable,Mathlib.GroupTheory.Solvable,GroupTheory,0.4267,0.0,0.4267,-1,,4,4,0.5374,0.064
commutator,solvable,Mathlib.GroupTheory.Schreier,GroupTheory,0.3739,0.0,0.3739,-1,,5,5,0.3995,0.0
commutator,solvable,Mathlib.GroupTheory.Nilpotent,GroupTheory,0.3418,0.0,0.3418,-1,,6,6,0.3545,0.0
commutator,solvable,Mathlib.GroupTheory.Frattini,GroupTheory,0.3338,0.0,0.3338,-1,,7,7,0.3433,0.0
commutator,solvable,Mathlib.GroupTheory.Archimedean,GroupTheory,0.3338,0.0,0.3338,-1,,8,8,0.3433,0.0
commutator,solvable,Mathlib.GroupTheory.Commensurable,GroupTheory,0.3335,0.0,0.3335,-1,,9,9,0.3429,0.0
commutator,solvable,Mathlib.GroupTheory.Torsion,GroupTheory,0.327,0.0,0.327,-1,,10,10,0.3338,0.0
gfunctor,solvable,Mathlib.GroupTheory.Sylow,GroupTheory,0.3077,0.0769,0.3846,1,MEDIUM,1,1,0.3962,0.0
gfunctor,solvable,Mathlib.GroupTheory.SpecificGroups.ZGroup,GroupTheory,0.299,0.0748,0.3738,-1,,2,3,0.3914,0.0
gfunctor,solvable,Mathlib.GroupTheory.ClassEquation,GroupTheory,0.2957,0.0739,0.3696,-1,,3,4,0.3834,0.0
gfunctor,solvable,Mathlib.GroupTheory.Torsion,GroupTheory,0.2999,0.075,0.3748,-1,,4,2,0.3833,0.0
gfunctor,solvable,Mathlib.GroupTheory.Complement,GroupTheory,0.2933,0.0733,0.3666,-1,,5,5,0.3725,0.0
gfunctor,solvable,Mathlib.GroupTheory.Abelianization.Defs,GroupTheory,0.2877,0.0719,0.3596,-1,,6,6,0.3672,0.0
gfunctor,solvable,Mathlib.GroupTheory.Subgroup.Centralizer,GroupTheory,0.2856,0.0714,0.357,-1,,7,7,0.3637,0.0
gfunctor,solvable,Mathlib.GroupTheory.Submonoid.Center,GroupTheory,0.2846,0.0712,0.3558,-1,,8,8,0.3622,0.0
gfunctor,solvable,Mathlib.GroupTheory.GroupAction.Quotient,GroupTheory,0.2784,0.0696,0.348,-1,,9,9,0.3549,0.0
gfunctor,solvable,Mathlib.GroupTheory.QuotientGroup.Defs,GroupTheory,0.2779,0.0695,0.3474,-1,,10,10,0.3541,0.0
primitive_action,solvable,Mathlib.GroupTheory.GroupAction.Primitive,GroupTheory,0.4348,0.0,0.4348,-1,,1,2,0.7973,0.0652
primitive_action,solvable,Mathlib.GroupTheory.GroupAction.Transitive,GroupTheory,0.4407,0.0,0.4407,0,HIGH,2,1,0.6662,0.0661
primitive_action,solvable,Mathlib.GroupTheory.GroupAction.Jordan,GroupTheory,0.3512,0.0,0.3512,-1,,3,3,0.5652,0.0611
primitive_action,solvable,Mathlib.GroupTheory.GroupAction.MultiplePrimitivity,GroupTheory,0.3455,0.0,0.3455,-1,,4,4,0.5621,0.0611
primitive_action,solvable,Mathlib.GroupTheory.GroupAction.IterateAct,GroupTheory,0.3427,0.0,0.3427,-1,,5,7,0.5581,0.0611
primitive_action,solvable,Mathlib.GroupTheory.GroupAction.Pointwise,GroupTheory,0.3437,0.0,0.3437,-1,,6,5,0.5548,0.0611
primitive_action,solvable,Mathlib.GroupTheory.GroupAction.Iwasawa,GroupTheory,0.3437,0.0,0.3437,-1,,7,6,0.5547,0.0611
primitive_action,solvable,Mathlib.GroupTheory.GroupAction.Blocks,GroupTheory,0.3401,0.0,0.3401,-1,,8,8,0.5497,0.0611
primitive_action,solvable,Mathlib.GroupTheory.GroupAction.Ring,GroupTheory,0.3383,0.0,0.3383,-1,,9,9,0.5472,0.0611
primitive_action,solvable,Mathlib.GroupTheory.GroupAction.Support,GroupTheory,0.3326,0.0,0.3326,-1,,10,10,0.5392,0.0611
pgroup,solvable,Mathlib.GroupTheory.PGroup,GroupTheory,0.4066,0.0,0.4066,0,HIGH,1,1,0.7469,0.061
pgroup,solvable,Mathlib.GroupTheory.Frattini,GroupTheory,0.3167,0.0,0.3167,-1,,2,2,0.3794,0.0475
pgroup,solvable,Mathlib.GroupTheory.Subgroup.Saturated,GroupTheory,0.3086,0.0,0.3086,-1,,3,5,0.3708,0.0463
pgroup,solvable,Mathlib.GroupTheory.Commensurable,GroupTheory,0.3106,0.0,0.3106,-1,,4,3,0.37,0.0466
pgroup,solvable,Mathlib.GroupTheory.Archimedean,GroupTheory,0.3098,0.0,0.3098,-1,,5,4,0.3687,0.0465
pgroup,solvable,Mathlib.GroupTheory.Schreier,GroupTheory,0.3078,0.0,0.3078,-1,,6,6,0.3195,0.0
pgroup,solvable,Mathlib.GroupTheory.Focal,GroupTheory,0.3074,0.0,0.3074,-1,,7,7,0.3189,0.0
pgroup,solvable,Mathlib.GroupTheory.Exponent,GroupTheory,0.3067,0.0,0.3067,-1,,8,8,0.3179,0.0
pgroup,solvable,Mathlib.GroupTheory.Subgroup.Simple,GroupTheory,0.3036,0.0,0.3036,-1,,9,10,0.3175,0.0
pgroup,solvable,Mathlib.GroupTheory.Sylow,GroupTheory,0.3044,0.0,0.3044,-1,,10,9,0.3148,0.0
maximal,solvable,Mathlib.GroupTheory.Perm.MaximalSubgroups,GroupTheory,0.334,0.0,0.334,-1,,1,4,0.6716,0.0501
maximal,solvable,Mathlib.GroupTheory.SpecificGroups.Alternating.MaximalSubgroups,GroupTheory,0.3081,0.0,0.3081,-1,,2,7,0.5893,0.0
maximal,solvable,Mathlib.GroupTheory.Subgroup.Simple,GroupTheory,0.3447,0.0,0.3447,1,MEDIUM,3,1,0.4176,0.0517
maximal,solvable,Mathlib.GroupTheory.Subgroup.Center,GroupTheory,0.3404,0.0,0.3404,-1,,4,2,0.4111,0.0512
maximal,solvable,Mathlib.GroupTheory.Subgroup.Saturated,GroupTheory,0.3392,0.0,0.3392,-1,,5,3,0.4094,0.0512
maximal,solvable,Mathlib.GroupTheory.Subgroup.Centralizer,GroupTheory,0.3093,0.0,0.3093,-1,,6,6,0.3676,0.0512
maximal,solvable,Mathlib.GroupTheory.Frattini,GroupTheory,0.3017,0.0,0.3017,-1,,7,8,0.3424,0.0
maximal,solvable,Mathlib.GroupTheory.Perm.Subgroup,GroupTheory,0.323,0.0,0.323,-1,,8,5,0.3355,0.0
maximal,solvable,Mathlib.GroupTheory.FiniteIndexNormalSubgroup,GroupTheory,0.2916,0.0,0.2916,-1,,9,9,0.3038,0.0
maximal,solvable,Mathlib.GroupTheory.CosetCover,GroupTheory,0.2297,0.0574,0.2871,-1,,10,10,0.299,0.0
jordanholder,solvable,Mathlib.Order.JordanHolder,Order,0.3346,0.0,0.3346,1,MEDIUM,1,1,0.5469,0.0502
jordanholder,solvable,Mathlib.GroupTheory.IsSubnormal,GroupTheory,0.2665,0.0,0.2665,-1,,2,6,0.4056,0.04
jordanholder,solvable,Mathlib.GroupTheory.GroupAction.Jordan,GroupTheory,0.2978,0.0,0.2978,-1,,3,2,0.3596,0.0447
jordanholder,solvable,Mathlib.GroupTheory.GroupAction.OfQuotient,GroupTheory,0.2519,0.0,0.2519,-1,,4,8,0.3139,0.0412
jordanholder,solvable,Mathlib.GroupTheory.Nilpotent,GroupTheory,0.2332,0.0583,0.2915,-1,,5,3,0.3048,0.0
jordanholder,solvable,Mathlib.GroupTheory.Subgroup.Simple,GroupTheory,0.2314,0.0579,0.2893,-1,,6,4,0.3019,0.0
jordanholder,solvable,Mathlib.GroupTheory.GroupAction.Iwasawa,GroupTheory,0.2407,0.0,0.2407,-1,,7,9,0.2982,0.0412
jordanholder,solvable,Mathlib.GroupTheory.Abelianization.Defs,GroupTheory,0.2158,0.054,0.2698,-1,,8,5,0.2761,0.0
jordanholder,solvable,Mathlib.GroupTheory.Perm.ViaEmbedding,GroupTheory,0.2056,0.0514,0.257,-1,,9,7,0.2592,0.0
jordanholder,solvable,Mathlib.GroupTheory.ClassEquation,GroupTheory,0.2376,0.0,0.2376,-1,,10,10,0.2527,0.0
finmodule,solvable,Mathlib.GroupTheory.Commutator.Finite,GroupTheory,0.3072,0.0,0.3072,2,MEDIUM,1,1,0.3647,0.0461
finmodule,solvable,Mathlib.GroupTheory.FiniteAbelian.Basic,GroupTheory,0.3005,0.0,0.3005,-1,,2,2,0.3613,0.0451
finmodule,solvable,Mathlib.GroupTheory.FiniteAbelian.Duality,GroupTheory,0.2967,0.0,0.2967,-1,,3,4,0.3559,0.045
finmodule,solvable,Mathlib.GroupTheory.Abelianization.Finite,GroupTheory,0.2991,0.0,0.2991,-1,,4,3,0.3522,0.0449
finmodule,solvable,Mathlib.GroupTheory.Focal,GroupTheory,0.2781,0.0,0.2781,-1,,5,9,0.3093,0.0
finmodule,solvable,Mathlib.GroupTheory.QuotientGroup.Finite,GroupTheory,0.2884,0.0,0.2884,-1,,6,6,0.2962,0.0
finmodule,solvable,Mathlib.GroupTheory.Perm.Finite,GroupTheory,0.2886,0.0,0.2886,-1,,7,5,0.2926,0.0
finmodule,solvable,Mathlib.GroupTheory.SpecificGroups.KleinFour,GroupTheory,0.2255,0.0564,0.2818,-1,,8,8,0.292,0.0
finmodule,solvable,Mathlib.GroupTheory.DedekindFinite,GroupTheory,0.2819,0.0,0.2819,-1,,9,7,0.2871,0.0
finmodule,solvable,Mathlib.GroupTheory.Abelianization.Defs,GroupTheory,0.2216,0.0554,0.2769,-1,,10,10,0.2855,0.0
center,solvable,Mathlib.GroupTheory.Subgroup.Center,GroupTheory,0.4875,0.0,0.4875,0,HIGH,1,1,0.8536,0.0731
center,solvable,Mathlib.GroupTheory.Submonoid.Center,GroupTheory,0.4788,0.0,0.4788,-1,,2,2,0.8401,0.0718
center,solvable,Mathlib.GroupTheory.Subsemigroup.Center,GroupTheory,0.4774,0.0,0.4774,-1,,3,3,0.8379,0.0716
center,solvable,Mathlib.Algebra.Group.Center,Algebra,0.4113,0.0,0.4113,-1,,4,4,0.7058,0.0
center,solvable,Mathlib.GroupTheory.Nilpotent,GroupTheory,0.3443,0.0,0.3443,-1,,5,5,0.358,0.0
center,solvable,Mathlib.GroupTheory.Archimedean,GroupTheory,0.3418,0.0,0.3418,-1,,6,6,0.3545,0.0
center,solvable,Mathlib.GroupTheory.Commensurable,GroupTheory,0.3387,0.0,0.3387,-1,,7,7,0.3502,0.0
center,solvable,Mathlib.GroupTheory.Transfer,GroupTheory,0.3358,0.0,0.3358,-1,,8,8,0.3461,0.0
center,solvable,Mathlib.GroupTheory.Sylow,GroupTheory,0.3321,0.0,0.3321,-1,,9,9,0.341,0.0
center,solvable,Mathlib.GroupTheory.Goursat,GroupTheory,0.3316,0.0,0.3316,-1,,10,10,0.3403,0.0
sylow,solvable,Mathlib.GroupTheory.Sylow,GroupTheory,0.4973,0.0,0.4973,0,HIGH,1,1,0.8728,0.0746
sylow,solvable,Mathlib.GroupTheory.Transfer,GroupTheory,0.3604,0.0,0.3604,-1,,2,2,0.442,0.0541
sylow,solvable,Mathlib.GroupTheory.SpecificGroups.ZGroup,GroupTheory,0.3496,0.0,0.3496,-1,,3,4,0.4374,0.0524
sylow,solvable,Mathlib.GroupTheory.Frattini,GroupTheory,0.3517,0.0,0.3517,-1,,4,3,0.4285,0.0528
sylow,solvable,Mathlib.GroupTheory.Archimedean,GroupTheory,0.3398,0.0,0.3398,-1,,5,5,0.41,0.051
sylow,solvable,Mathlib.GroupTheory.SpecificGroups.Alternating.KleinFour,GroupTheory,0.3119,0.0,0.3119,-1,,6,9,0.3383,0.0
sylow,solvable,Mathlib.GroupTheory.RegularWreathProduct,GroupTheory,0.3148,0.0,0.3148,-1,,7,8,0.3363,0.0
sylow,solvable,Mathlib.GroupTheory.Focal,GroupTheory,0.3189,0.0,0.3189,-1,,8,6,0.3298,0.0
sylow,solvable,Mathlib.GroupTheory.Commensurable,GroupTheory,0.3183,0.0,0.3183,-1,,9,7,0.329,0.0
sylow,solvable,Mathlib.GroupTheory.Goursat,GroupTheory,0.308,0.0,0.308,-1,,10,10,0.3145,0.0
all_solvable,solvable,Mathlib.GroupTheory.Solvable,GroupTheory,0.4306,0.0,0.4306,0,HIGH,1,1,0.6844,0.0646
all_solvable,solvable,Mathlib.Algebra.Lie.Solvable,Algebra,0.2284,0.0,0.2284,-1,,2,2,0.444,0.0343
all_solvable,solvable,Mathlib.GroupTheory.Torsion,GroupTheory,0.2227,0.0,0.2227,-1,,3,3,0.2652,0.0334
all_solvable,solvable,Mathlib.GroupTheory.Nilpotent,GroupTheory,0.2142,0.0,0.2142,-1,,4,4,0.252,0.0321
all_solvable,solvable,Mathlib.GroupTheory.QuotientGroup.ModEq,GroupTheory,0.2,0.0,0.2,-1,,5,5,0.2,0.0
all_solvable,solvable,Mathlib.GroupTheory.QuotientGroup.Finite,GroupTheory,0.2,0.0,0.2,-1,,6,6,0.2,0.0
all_solvable,solvable,Mathlib.GroupTheory.QuotientGroup.Defs,GroupTheory,0.2,0.0,0.2,-1,,7,7,0.2,0.0
all_solvable,solvable,Mathlib.GroupTheory.QuotientGroup.Basic,GroupTheory,0.2,0.0,0.2,-1,,8,8,0.2,0.0
all_solvable,solvable,Mathlib.GroupTheory.PushoutI,GroupTheory,0.2,0.0,0.2,-1,,9,9,0.2,0.0
all_solvable,solvable,Mathlib.GroupTheory.PresentedGroup,GroupTheory,0.2,0.0,0.2,-1,,10,10,0.2,0.0
extraspecial,solvable,Mathlib.GroupTheory.SpecificGroups.Quaternion,GroupTheory,0.3453,0.0,0.3453,-1,,1,4,0.4308,0.0518
extraspecial,solvable,Mathlib.GroupTheory.Nilpotent,GroupTheory,0.3168,0.0792,0.396,1,MEDIUM,2,1,0.4061,0.0
extraspecial,solvable,Mathlib.GroupTheory.SpecificGroups.Dihedral,GroupTheory,0.3243,0.0,0.3243,-1,,3,8,0.3991,0.0495
extraspecial,solvable,Mathlib.GroupTheory.Rank,GroupTheory,0.3304,0.0,0.3304,-1,,4,6,0.3954,0.0496
extraspecial,solvable,Mathlib.GroupTheory.Exponent,GroupTheory,0.3257,0.0,0.3257,-1,,5,7,0.3882,0.0489
extraspecial,solvable,Mathlib.GroupTheory.Subgroup.Simple,GroupTheory,0.2972,0.0743,0.3716,-1,,6,2,0.3791,0.0
extraspecial,solvable,Mathlib.GroupTheory.Abelianization.Defs,GroupTheory,0.2957,0.0739,0.3696,-1,,7,3,0.3764,0.0
extraspecial,solvable,Mathlib.GroupTheory.Perm.ViaEmbedding,GroupTheory,0.2685,0.0671,0.3357,-1,,8,5,0.3387,0.0
extraspecial,solvable,Mathlib.GroupTheory.Archimedean,GroupTheory,0.3206,0.0,0.3206,-1,,9,9,0.3322,0.0
extraspecial,solvable,Mathlib.GroupTheory.Torsion,GroupTheory,0.3196,0.0,0.3196,-1,,10,10,0.3308,0.0
gseries,solvable,Mathlib.GroupTheory.IsSubnormal,GroupTheory,0.413,0.0,0.413,0,HIGH,1,1,0.564,0.0619
gseries,solvable,Mathlib.GroupTheory.Nilpotent,GroupTheory,0.3153,0.0,0.3153,-1,,2,2,0.3773,0.0473
gseries,solvable,Mathlib.GroupTheory.Solvable,GroupTheory,0.308,0.0,0.308,-1,,3,3,0.366,0.0462
gseries,solvable,Mathlib.GroupTheory.Index,GroupTheory,0.3061,0.0,0.3061,-1,,4,4,0.363,0.0459
gseries,solvable,Mathlib.GroupTheory.Commensurable,GroupTheory,0.3029,0.0,0.3029,-1,,5,5,0.3581,0.0454
gseries,solvable,Mathlib.GroupTheory.Frattini,GroupTheory,0.3024,0.0,0.3024,-1,,6,6,0.3119,0.0
gseries,solvable,Mathlib.GroupTheory.Archimedean,GroupTheory,0.2984,0.0,0.2984,-1,,7,7,0.3063,0.0
gseries,solvable,Mathlib.GroupTheory.Coset.Card,GroupTheory,0.2931,0.0,0.2931,-1,,8,9,0.3029,0.0
gseries,solvable,Mathlib.GroupTheory.Coset.Defs,GroupTheory,0.2925,0.0,0.2925,-1,,9,10,0.302,0.0
gseries,solvable,Mathlib.GroupTheory.Focal,GroupTheory,0.2935,0.0,0.2935,-1,,10,8,0.2995,0.0
frobenius,solvable,Mathlib.GroupTheory.Transfer,GroupTheory,0.3145,0.0786,0.3931,1,MEDIUM,1,1,0.4494,0.0472
frobenius,solvable,Mathlib.GroupTheory.SemidirectProduct,GroupTheory,0.3032,0.0758,0.379,-1,,2,3,0.3928,0.0
frobenius,solvable,Mathlib.GroupTheory.Index,GroupTheory,0.3075,0.0769,0.3843,-1,,3,2,0.3906,0.0
frobenius,solvable,Mathlib.GroupTheory.Subgroup.Simple,GroupTheory,0.2981,0.0745,0.3727,-1,,4,5,0.3805,0.0
frobenius,solvable,Mathlib.GroupTheory.Nilpotent,GroupTheory,0.299,0.0748,0.3738,-1,,5,4,0.3767,0.0
frobenius,solvable,Mathlib.GroupTheory.PushoutI,GroupTheory,0.2953,0.0738,0.3691,-1,,6,6,0.3758,0.0
frobenius,solvable,Mathlib.GroupTheory.Abelianization.Defs,GroupTheory,0.2885,0.0721,0.3607,-1,,7,7,0.3647,0.0
frobenius,solvable,Mathlib.GroupTheory.CosetCover,GroupTheory,0.2807,0.0702,0.3509,-1,,8,8,0.3557,0.0
frobenius,solvable,Mathlib.GroupTheory.HNNExtension,GroupTheory,0.2801,0.07,0.3502,-1,,9,9,0.3548,0.0
frobenius,solvable,Mathlib.GroupTheory.Perm.ViaEmbedding,GroupTheory,0.2689,0.0672,0.3361,-1,,10,10,0.3392,0.0
cyclic,solvable,Mathlib.GroupTheory.SpecificGroups.Cyclic,GroupTheory,0.4452,0.0,0.4452,0,HIGH,1,1,0.8086,0.0668
cyclic,solvable,Mathlib.Algebra.Order.Group.Cyclic,Algebra,0.3317,0.0,0.3317,-1,,2,5,0.6244,0.0
cyclic,solvable,Mathlib.GroupTheory.Archimedean,GroupTheory,0.3521,0.0,0.3521,-1,,3,2,0.4218,0.0528
cyclic,solvable,Mathlib.GroupTheory.SpecificGroups.ZGroup,GroupTheory,0.3304,0.0,0.3304,-1,,4,9,0.4158,0.0607
cyclic,solvable,Mathlib.GroupTheory.Exponent,GroupTheory,0.3424,0.0,0.3424,-1,,5,3,0.4067,0.0514
cyclic,solvable,Mathlib.GroupTheory.Perm.Closure,GroupTheory,0.3352,0.0,0.3352,-1,,6,4,0.4029,0.0503
cyclic,solvable,Mathlib.GroupTheory.Frattini,GroupTheory,0.3312,0.0,0.3312,-1,,7,6,0.3397,0.0
cyclic,solvable,Mathlib.GroupTheory.Schreier,GroupTheory,0.3307,0.0,0.3307,-1,,8,7,0.339,0.0
cyclic,solvable,Mathlib.GroupTheory.Focal,GroupTheory,0.3306,0.0,0.3306,-1,,9,8,0.3388,0.0
cyclic,solvable,Mathlib.GroupTheory.Commensurable,GroupTheory,0.3294,0.0,0.3294,-1,,10,10,0.3372,0.0
burnside_app,solvable,Mathlib.GroupTheory.GroupAction.Defs,GroupTheory,0.2589,0.0647,0.3236,1,MEDIUM,1,1,0.4297,0.0388
burnside_app,solvable,Mathlib.GroupTheory.GroupAction.Basic,GroupTheory,0.2796,0.0,0.2796,-1,,2,2,0.3971,0.0419
burnside_app,solvable,Mathlib.GroupTheory.GroupAction.Quotient,GroupTheory,0.2494,0.0,0.2494,-1,,3,9,0.3517,0.0388
burnside_app,solvable,Mathlib.GroupTheory.FreeGroup.Orbit,GroupTheory,0.2484,0.0,0.2484,-1,,4,10,0.3487,0.0373
burnside_app,solvable,Mathlib.GroupTheory.GroupAction.Hom,GroupTheory,0.2,0.05,0.25,-1,,5,3,0.3325,0.0388
burnside_app,solvable,Mathlib.GroupTheory.GroupAction.Primitive,GroupTheory,0.2,0.05,0.25,-1,,6,7,0.3325,0.0388
burnside_app,solvable,Mathlib.GroupTheory.Subgroup.Simple,GroupTheory,0.2,0.05,0.25,-1,,7,4,0.25,0.0
burnside_app,solvable,Mathlib.GroupTheory.Perm.ViaEmbedding,GroupTheory,0.2,0.05,0.25,-1,,8,5,0.25,0.0
burnside_app,solvable,Mathlib.GroupTheory.Abelianization.Defs,GroupTheory,0.2,0.05,0.25,-1,,9,6,0.25,0.0
burnside_app,solvable,Mathlib.GroupTheory.Nilpotent,GroupTheory,0.2,0.05,0.25,-1,,10,8,0.25,0.0
eqtype,boot,Mathlib.Data.TypeVec,Data,0.2913,0.0,0.2913,2,MEDIUM,1,1,0.344,0.0437
